,user_id,product_id
0,529283885,3100640
1,512397411,4804056
2,514055577,3900003
3,514055577,3900003
4,514055577,12301057
5,514055577,12301057
6,514055577,12301057
7,514055577,12301057
8,514055577,12301057
9,514055577,12301057
10,515992325,50600010
11,515992325,50600010
12,515992325,50600010
13,515992325,50600010
14,515992325,50600010
15,561242596,9200409
16,512397411,4803977
17,570133722,3601524
18,574375088,2701753
19,570133722,3601524
20,570133722,3601524
21,570133722,3601343
22,514055577,6200691
23,514055577,6200691
24,514055577,6200690
25,543864770,4804056
26,518780950,6300288
27,514055577,6800421
28,512397411,4802036
29,512397411,1801881
30,589730178,1005115
31,609063581,30100027
32,523516423,8800313
33,518662378,1002098
34,585836356,3601603
35,612592112,1004767
36,544961204,26300352
37,544961204,26300352
38,526002368,1005003
39,526002368,1005003
40,526002368,1005003
41,526002368,1005003
42,531180938,1005113
43,531180938,1005113
44,526002368,1005004
45,526002368,1005004
46,526002368,1005004
47,526002368,1005004
48,526002368,1005004
49,526002368,1005004
50,526002368,1005004
51,558137173,26300409
52,551653108,1002544
53,551653108,1002544
54,516873093,3601244
55,516873093,3601244
56,516873093,3601244
57,516873093,3601244
58,516873093,3601244
59,516873093,3601244
60,516873093,3601244
61,516873093,3601244
62,516873093,3601244
63,516873093,3601244
64,516873093,3601244
65,516873093,3601244
66,516873093,3601244
67,516873093,3601244
68,516873093,3601244
69,516873093,3601244
70,516873093,3601244
71,516873093,3601244
72,516873093,3601244
73,516873093,3601244
74,516873093,3601244
75,516873093,3601244
76,516873093,3601244
77,516873093,3601244
78,516873093,3601244
79,516873093,3601244
80,516873093,3601244
81,516873093,3601244
82,516873093,3601244
83,516873093,3601244
84,516873093,3601244
85,516873093,3601244
86,516873093,3601244
87,516873093,3601244
88,516873093,3601244
89,516873093,3601244
90,516873093,3601244
91,516873093,3601244
92,516873093,3601244
93,516873093,3601244
94,516873093,3601244
95,516873093,3601244
96,516873093,3601244
97,516873093,3601244
98,516873093,3601244
99,516873093,3601244
100,516873093,3601244
101,516873093,3601244
102,516873093,3601244
103,516873093,3601603
104,516873093,3601603
105,516873093,3601244
106,516873093,3601244
107,516873093,3601603
108,516873093,3601244
109,516873093,3601244
110,616588883,31500231
111,576449243,3801134
112,576449243,3801134
113,517255995,3600545
114,537126207,100094553
115,551653108,1002544
116,551653108,1002544
117,514066211,1005203
118,593123999,1005169
119,516873093,3601603
120,516873093,3601603
121,553915458,100000589
122,517255995,3600775
123,551653108,1002544
124,551653108,1005169
125,581402782,100016020
126,576449243,3801134
127,576449243,3801134
128,555531058,1005160
129,555531058,1005161
130,555531058,100030344
131,515018538,1004209
132,526606405,15200781
133,581826501,1004836
134,512893781,1005159
135,512742781,1005100
136,512742781,1005100
137,512742781,1005100
138,527998810,4802403
139,512893781,1005239
140,527929756,1004653
141,527929756,1004653
142,527929756,1005186
143,527929756,1004653
144,512893781,1005239
145,512893781,1005159
146,541699650,1004836
147,524666812,1005118
148,524666812,1005118
149,518780950,14700096
150,501378568,6800865
151,518780950,14700096
152,525800112,100015219
153,589730178,1004767
154,524666812,1003310
155,524666812,1003310
156,590601029,1005144
157,512893781,1005160
158,512893781,1005159
159,512893781,1005288
160,512893781,1005223
161,512893781,1005264
162,512893781,1005239
163,512893781,1005160
164,512893781,100013980
165,512893781,100013980
166,512893781,100013980
167,512893781,1005223
168,512893781,100013991
169,512893781,1005161
170,524666812,1004246
171,524666812,1005115
172,524666812,1005115
173,586854281,1004653
174,586854281,1004653
175,586854281,1004653
176,590601029,1004872
177,590601029,1004767
178,590601029,1005098
179,581924128,11600160
180,581924128,11600160
181,586854281,1004653
182,586854281,1004653
183,561242596,1002544
184,512397411,1005105
185,590601029,1004767
186,576449243,3801134
187,568392103,100012418
188,586854281,1004653
189,586854281,1004653
190,534475330,100012532
191,568392103,100012418
192,515396394,17300568
193,515396394,17300568
194,515396394,17300568
195,515396394,17300568
196,515396394,1005118
197,515396394,1005118
198,515396394,1005118
199,515396394,1005118
200,515396394,1005118
201,515396394,1005118
202,512397411,1005105
203,534552790,1004856
204,524666812,1005115
205,561242596,1701392
206,514055577,1005223
207,514055577,1005239
208,537126207,1004838
209,534552790,8800773
210,537126207,1004838
211,518780950,2800587
212,518780950,2800587
213,518780950,100042679
214,564839254,1002544
215,518780950,3100970
216,518780950,3100970
217,552319819,4804022
218,552319819,4804022
219,576449243,1004767
220,514055577,12400019
221,568362033,2500566
222,518780950,1004767
223,579512364,3701088
224,574927794,1005023
225,518780950,1004767
226,598937410,1004873
227,544020876,1004026
228,589730178,1002544
229,601420899,11600043
230,601632774,2701888
231,516348448,1004767
232,601420899,100068488
233,586670656,3700926
234,600684369,3601489
235,579512364,1004856
236,579512364,1004856
237,579512364,1004856
238,515396394,1005132
239,601420899,1307352
240,601420899,1801704
241,601420899,1802005
242,601420899,1004935
243,601420899,1307352
244,601420899,1004937
245,601420899,1306355
246,601420899,1307568
247,531180938,1005113
248,577596424,1004870
249,577596424,1004870
250,601420899,1306355
251,601420899,1004766
252,601420899,1005022
253,601420899,1005212
254,601420899,100003358
255,601420899,1802038
256,601420899,1802038
257,603798259,1004767
258,601420899,100030913
259,589730178,1005115
260,561242596,1005239
261,601420899,1004939
262,514055577,100019252
263,514055577,1005223
264,514055577,1005223
265,514055577,1004781
266,514055577,1005161
267,601420899,1201465
268,601420899,1005205
269,601420899,1201295
270,601420899,1201295
271,601420899,1004750
272,601420899,1004750
273,534475330,1005203
274,534475330,1005264
275,534475330,1005266
276,534475330,1005266
277,541699650,1004767
278,551653108,1004226
279,577596424,1004870
280,577596424,1004870
281,577596424,1004870
282,524666812,1003310
283,524666812,1003310
284,524666812,1005100
285,524666812,1005098
